,word,Spanish-es,emotion,emotion-intensity-score
1859,explosive,explosivo,anticipation,0.523
1860,endanger,poner en peligro,anticipation,0.516
1861,time,hora,anticipation,0.516
1862,recreation,recreaciÃ³n,anticipation,0.516
1863,renovation,renovaciÃ³n,anticipation,0.516
1864,precious,precioso,anticipation,0.516
1865,begun,comenzado,anticipation,0.516
1866,loom,telar,anticipation,0.516
1867,compensate,compensar,anticipation,0.516
1868,treat,tratar,anticipation,0.516
1869,uncontrollable,incontrolable,anticipation,0.516
1870,present,presente,anticipation,0.516
1871,salary,salario,anticipation,0.516
1872,celebrity,celebridad,anticipation,0.516
1873,owing,debido,anticipation,0.516
1874,chocolate,chocolate,anticipation,0.516
1875,caution,precauciÃ³n,anticipation,0.516
1876,fermentation,fermentaciÃ³n,anticipation,0.516
1877,sensuality,sensualidad,anticipation,0.516
1878,wilderness,desierto,anticipation,0.508
1879,signify,significar,anticipation,0.508
1880,transitional,transicional,anticipation,0.508
1881,intermission,descanso,anticipation,0.508
1882,contemplation,contemplaciÃ³n,anticipation,0.508
1883,vigilance,vigilancia,anticipation,0.508
1884,commemoration,conmemoraciÃ³n,anticipation,0.508
1885,practise,prÃ¡ctica,anticipation,0.508
1886,cue,seÃ±al,anticipation,0.508
1887,infant,infantil,anticipation,0.508
1888,dreadful,terrible,anticipation,0.508
1889,perfection,perfecciÃ³n,anticipation,0.508
1890,elevation,elevaciÃ³n,anticipation,0.508
1891,prerequisite,requisito previo,anticipation,0.508
1892,cultivate,cultivar,anticipation,0.508
1893,horizon,horizonte,anticipation,0.508
1894,develop,desarrollar,anticipation,0.508
1895,exigent,NO TRANSLATION,anticipation,0.508
1896,swim,nadar,anticipation,0.5
1897,attendance,asistencia,anticipation,0.5
1898,nascent,naciente,anticipation,0.5
1899,favorable,favorable,anticipation,0.5
1900,peril,peligro,anticipation,0.5
1901,income,ingresos,anticipation,0.5
1902,ardent,ardiente,anticipation,0.5
1903,commemorate,conmemorar,anticipation,0.5
1904,doomsday,DÃ­a del Juicio Final,anticipation,0.5
1905,reconciliation,reconciliaciÃ³n,anticipation,0.5
1906,utopian,utÃ³pico,anticipation,0.5
1907,romantic,romÃ¡ntico,anticipation,0.5
1908,unbridled,desenfrenado,anticipation,0.5
1909,sunny,soleado,anticipation,0.5
1910,uphill,cuesta arriba,anticipation,0.5
1911,intuitively,intuitivamente,anticipation,0.5
1912,depart,salir,anticipation,0.5
1913,eventuality,eventualidad,anticipation,0.5
1914,puppy,perrito,anticipation,0.5
1915,zeal,celo,anticipation,0.5
1916,sneaking,furtivo,anticipation,0.5
1917,ready,Listo,anticipation,0.5
1918,advocacy,AbogacÃ­a,anticipation,0.5
1919,airport,aeropuerto,anticipation,0.5
1920,litigate,litigar,anticipation,0.5
1921,blindfold,venda,anticipation,0.5
1922,undisclosed,no divulgado,anticipation,0.5
1923,young,joven,anticipation,0.5
1924,horoscope,horÃ³scopo,anticipation,0.5
1925,invocation,invocaciÃ³n,anticipation,0.5
1926,calculation,cÃ¡lculo,anticipation,0.5
1927,hero,hÃ©roe,anticipation,0.5
1928,court,Corte,anticipation,0.49200000000000005
1929,repay,pagar,anticipation,0.49200000000000005
1930,improvise,improvisar,anticipation,0.49200000000000005
1931,parole,libertad condicional,anticipation,0.49200000000000005
1932,worry,preocupaciÃ³n,anticipation,0.49200000000000005
1933,inauguration,inauguraciÃ³n,anticipation,0.49200000000000005
1934,gaping,boquiabierto,anticipation,0.49200000000000005
1935,youth,juventud,anticipation,0.49200000000000005
1936,bless,bendecir,anticipation,0.49200000000000005
1937,defense,defensa,anticipation,0.49200000000000005
1938,heyday,apogeo,anticipation,0.49200000000000005
1939,consequent,consiguiente,anticipation,0.49200000000000005
1940,proceeding,proceder,anticipation,0.49200000000000005
1941,eventual,eventual,anticipation,0.49200000000000005
1942,perspective,perspectiva,anticipation,0.49200000000000005
1943,restorative,restaurativo,anticipation,0.49200000000000005
1944,undertaking,empresa,anticipation,0.49200000000000005
1945,highest,mÃ¡s alto,anticipation,0.491
1946,duel,duelo,anticipation,0.484
1947,unexplained,inexplicado,anticipation,0.484
1948,tremor,temblor,anticipation,0.484
1949,sharpen,afilar,anticipation,0.484
1950,generosity,generosidad,anticipation,0.484
1951,voluptuous,voluptuoso,anticipation,0.484
1952,shortly,dentro de poco,anticipation,0.484
1953,vow,voto,anticipation,0.484
1954,contagion,contagio,anticipation,0.484
1955,letter,carta,anticipation,0.484
1956,happen,ocurrir,anticipation,0.484
1957,threaten,amenazar,anticipation,0.484
1958,conjure,conjurar,anticipation,0.484
1959,sparkle,brillar,anticipation,0.484
1960,engulf,sumergir,anticipation,0.484
1961,god,Dios,anticipation,0.484
1962,correspondence,correspondencia,anticipation,0.484
1963,auspicious,propicio,anticipation,0.484
1964,princely,principesco,anticipation,0.484
1965,adore,adorar,anticipation,0.47700000000000004
1966,enroll,inscribirse,anticipation,0.47700000000000004
1967,determinate,determinado,anticipation,0.47700000000000004
1968,predispose,predisponer,anticipation,0.47700000000000004
1969,clue,pista,anticipation,0.47700000000000004
1970,onset,comienzo,anticipation,0.47700000000000004
1971,powerful,poderoso,anticipation,0.47700000000000004
1972,glorify,glorificar,anticipation,0.47700000000000004
1973,glow,brillo,anticipation,0.47700000000000004
1974,arbitration,arbitraje,anticipation,0.47700000000000004
1975,torture,tortura,anticipation,0.47700000000000004
1976,gravitate,gravitar,anticipation,0.47700000000000004
1977,cherish,apreciar,anticipation,0.47700000000000004
1978,contemplate,contemplar,anticipation,0.47700000000000004
1979,submit,enviar,anticipation,0.47700000000000004
1980,perilous,peligroso,anticipation,0.47700000000000004
1981,unification,unificaciÃ³n,anticipation,0.47700000000000004
1982,score,PuntuaciÃ³n,anticipation,0.47700000000000004
1983,medal,medalla,anticipation,0.47700000000000004
1984,glide,planeo,anticipation,0.47700000000000004
1985,recipient,recipiente,anticipation,0.47700000000000004
1986,accompaniment,acompaÃ±amiento,anticipation,0.47700000000000004
1987,praiseworthy,loable,anticipation,0.473
1988,providing,siempre que,anticipation,0.469
1989,motion,movimiento,anticipation,0.469
1990,fete,NO TRANSLATION,anticipation,0.469
1991,cautious,cauteloso,anticipation,0.469
1992,cash,efectivo,anticipation,0.469
1993,precursor,precursor,anticipation,0.469
1994,opera,Ã³pera,anticipation,0.469
1995,elite,Ã©lite,anticipation,0.469
1996,pry,palanca,anticipation,0.469
1997,hire,alquiler,anticipation,0.469
1998,sweets,dulces,anticipation,0.469
1999,star,estrella,anticipation,0.469
2000,unsurpassed,insuperado,anticipation,0.469
2001,successful,exitoso,anticipation,0.469
2002,unknown,desconocido,anticipation,0.469
2003,immediately,inmediatamente,anticipation,0.469
2004,starry,estrellado,anticipation,0.469
2005,production,producciÃ³n,anticipation,0.469
2006,football,fÃºtbol,anticipation,0.469
2007,completion,terminaciÃ³n,anticipation,0.469
2008,scare,susto,anticipation,0.469
2009,invoke,invocar,anticipation,0.469
2010,shaky,tembloroso,anticipation,0.469
2011,dawn,amanecer,anticipation,0.469
2012,creeping,progresivo,anticipation,0.469
2013,cheerfulness,alegrÃ­a,anticipation,0.461
2014,soundness,solvencia,anticipation,0.461
2015,mail,correo,anticipation,0.461
2016,draft,borrador,anticipation,0.461
2017,preliminary,preliminar,anticipation,0.461
2018,friendly,amistoso,anticipation,0.461
2019,commemorative,conmemorativo,anticipation,0.461
2020,extricate,librar,anticipation,0.461
2021,alive,viva,anticipation,0.461
2022,untold,incalculable,anticipation,0.461
2023,overture,obertura,anticipation,0.461
2024,excel,sobresalir,anticipation,0.461
2025,plight,situaciÃ³n,anticipation,0.461
2026,synchronize,sincronizar,anticipation,0.461
2027,punt,batea,anticipation,0.461
2028,sanctuary,santuario,anticipation,0.461
2029,brilliant,brillante,anticipation,0.461
2030,pay,paga,anticipation,0.461
2031,shining,brillante,anticipation,0.461
2032,regatta,regata,anticipation,0.461
2033,testament,testamento,anticipation,0.461
2034,jeopardy,peligro,anticipation,0.461
2035,perpetuity,perpetuidad,anticipation,0.45299999999999996
2036,elegance,elegancia,anticipation,0.45299999999999996
2037,career,carrera,anticipation,0.45299999999999996
2038,basketball,baloncesto,anticipation,0.45299999999999996
2039,intimately,Ã­ntimamente,anticipation,0.45299999999999996
2040,renovate,renovar,anticipation,0.45299999999999996
2041,supremacy,supremacÃ­a,anticipation,0.45299999999999996
2042,infinity,infinito,anticipation,0.45299999999999996
2043,unexpected,inesperado,anticipation,0.45299999999999996
2044,flinch,retroceder,anticipation,0.45299999999999996
2045,complement,complemento,anticipation,0.45299999999999996
2046,prologue,prÃ³logo,anticipation,0.45299999999999996
2047,compliment,NO TRANSLATION,anticipation,0.45299999999999996
2048,prevention,prevenciÃ³n,anticipation,0.45299999999999996
2049,improve,mejorar,anticipation,0.45299999999999996
2050,sunset,puesta de sol,anticipation,0.45299999999999996
2051,inaugural,inaugural,anticipation,0.45299999999999996
2052,rehabilitation,rehabilitaciÃ³n,anticipation,0.45299999999999996
2053,fitting,adecuado,anticipation,0.445
2054,surround,rodear,anticipation,0.445
2055,share,compartir,anticipation,0.445
2056,epidemic,epidemia,anticipation,0.445
2057,sweet,dulce,anticipation,0.445
2058,fain,NO TRANSLATION,anticipation,0.445
2059,concealment,ocultaciÃ³n,anticipation,0.445
2060,confidence,confianza,anticipation,0.445
2061,perfect,Perfecto,anticipation,0.445
2062,sun,sol,anticipation,0.445
2063,veracity,veracidad,anticipation,0.445
2064,volunteer,voluntario,anticipation,0.445
2065,conjecture,conjetura,anticipation,0.445
2066,medical,mÃ©dico,anticipation,0.43799999999999994
2067,prepared,preparado,anticipation,0.43799999999999994
2068,superstitious,supersticioso,anticipation,0.43799999999999994
2069,reconstruction,reconstrucciÃ³n,anticipation,0.43799999999999994
2070,tickle,cosquillas,anticipation,0.43799999999999994
2071,faith,fe,anticipation,0.43799999999999994
2072,passenger,pasajero,anticipation,0.43799999999999994
2073,saint,Smo,anticipation,0.43799999999999994
2074,respect,el respeto,anticipation,0.43799999999999994
2075,rabid,rabioso,anticipation,0.43799999999999994
2076,reconstruct,reconstruir,anticipation,0.43799999999999994
2077,recombination,recombinaciÃ³n,anticipation,0.43799999999999994
2078,devout,devoto,anticipation,0.43799999999999994
2079,goodness,bondad,anticipation,0.43799999999999994
2080,angel,Ã¡ngel,anticipation,0.43799999999999994
2081,ferment,fermentar,anticipation,0.43799999999999994
2082,plea,peticiÃ³n,anticipation,0.43799999999999994
2083,aloha,aloha,anticipation,0.43799999999999994
2084,serial,de serie,anticipation,0.43799999999999994
2085,conservation,conservaciÃ³n,anticipation,0.43799999999999994
2086,serenity,serenidad,anticipation,0.43
2087,tabulate,tabular,anticipation,0.43
2088,install,instalar,anticipation,0.43
2089,labyrinth,laberinto,anticipation,0.43
2090,venerable,venerable,anticipation,0.43
2091,perpetuate,perpetuar,anticipation,0.43
2092,strategist,estratega,anticipation,0.43
2093,unverified,inconfirmado,anticipation,0.43
2094,tribunal,tribunal,anticipation,0.43
2095,charitable,Caritativo,anticipation,0.43
2096,luscious,delicioso,anticipation,0.43
2097,spa,spa,anticipation,0.43
2098,peace,paz,anticipation,0.43
2099,clap,aplaudir,anticipation,0.43
2100,conspirator,conspirador,anticipation,0.42200000000000004
2101,forestall,prevenir,anticipation,0.42200000000000004
2102,patience,paciencia,anticipation,0.42200000000000004
2103,oasis,oasis,anticipation,0.42200000000000004
2104,grin,mueca,anticipation,0.42200000000000004
2105,revere,reverenciar,anticipation,0.42200000000000004
2106,worship,rendir culto,anticipation,0.42200000000000004
2107,vista,vista,anticipation,0.42200000000000004
2108,laughter,risa,anticipation,0.42200000000000004
2109,volatility,volatilidad,anticipation,0.42200000000000004
2110,adrift,a la deriva,anticipation,0.42200000000000004
2111,candid,sincero,anticipation,0.42200000000000004
2112,edification,edificaciÃ³n,anticipation,0.42200000000000004
2113,unresolved,irresoluto,anticipation,0.42200000000000004
2114,peaceful,pacÃ­fico,anticipation,0.42200000000000004
2115,recognizable,reconocible,anticipation,0.42200000000000004
2116,calls,llamadas,anticipation,0.414
2117,weigh,pesar,anticipation,0.414
2118,probation,libertad condicional,anticipation,0.414
2119,proficiency,competencia,anticipation,0.414
2120,morn,alborada,anticipation,0.414
2121,craps,dados,anticipation,0.414
2122,detainee,detenido,anticipation,0.414
2123,mediate,mediar,anticipation,0.414
2124,continue,continuar,anticipation,0.414
2125,astrologer,astrÃ³logo,anticipation,0.414
2126,punctual,puntual,anticipation,0.414
2127,ordination,ordenaciÃ³n,anticipation,0.414
2128,pretty,bonita,anticipation,0.414
2129,thought,pensamiento,anticipation,0.414
2130,grant,conceder,anticipation,0.414
2131,withstand,resistir a,anticipation,0.414
2132,frisky,retozÃ³n,anticipation,0.414
2133,ongoing,en marcha,anticipation,0.414
2134,sing,canta,anticipation,0.41100000000000003
2135,long,largo,anticipation,0.406
2136,confession,confesiÃ³n,anticipation,0.406
2137,headlight,faro,anticipation,0.406
2138,prophylactic,profilÃ¡ctico,anticipation,0.406
2139,mother,madre,anticipation,0.406
2140,debenture,obligaciÃ³n,anticipation,0.406
2141,wizard,mago,anticipation,0.406
2142,university,Universidad,anticipation,0.406
2143,proud,orgulloso,anticipation,0.406
2144,midwife,Partera,anticipation,0.406
2145,banquet,banquete,anticipation,0.406
2146,continuation,continuaciÃ³n,anticipation,0.406
2147,navigable,navegable,anticipation,0.406
2148,punished,castigado,anticipation,0.406
2149,chicane,crÃ­tica,anticipation,0.406
2150,comfort,comodidad,anticipation,0.406
2151,opponent,adversario,anticipation,0.406
2152,subscribe,suscribir,anticipation,0.406
2153,outdo,exceder,anticipation,0.406
2154,nurture,nutrir,anticipation,0.406
2155,twinkle,centelleo,anticipation,0.406
2156,deal,acuerdo,anticipation,0.402
2157,efficient,eficiente,anticipation,0.39799999999999996
2158,representing,representando,anticipation,0.39799999999999996
2159,simmer,hervir a fuego lento,anticipation,0.39799999999999996
2160,symphony,sinfonÃ­a,anticipation,0.39799999999999996
2161,judiciary,judicial,anticipation,0.39799999999999996
2162,obliging,servicial,anticipation,0.39799999999999996
2163,saintly,santo,anticipation,0.39799999999999996
2164,vigil,vigilia,anticipation,0.39799999999999996
2165,death,muerte,anticipation,0.39799999999999996
2166,distracting,distraer,anticipation,0.39799999999999996
2167,mortification,mortificaciÃ³n,anticipation,0.39799999999999996
2168,balm,bÃ¡lsamo,anticipation,0.39799999999999996
2169,guillotine,guillotina,anticipation,0.39799999999999996
2170,top,parte superior,anticipation,0.39799999999999996
2171,lettered,letrado,anticipation,0.39799999999999996
2172,reliance,dependencia,anticipation,0.39799999999999996
2173,poke,meter,anticipation,0.391
2174,unfulfilled,incumplido,anticipation,0.391
2175,assurance,garantÃ­a,anticipation,0.391
2176,condemnation,condenaciÃ³n,anticipation,0.391
2177,undoubted,sin alguna duda,anticipation,0.391
2178,diplomacy,diplomacia,anticipation,0.391
2179,familiarity,familiaridad,anticipation,0.391
2180,antidote,antÃ­doto,anticipation,0.391
2181,chuckle,risita,anticipation,0.391
2182,objective,objetivo,anticipation,0.391
2183,maternal,materno,anticipation,0.391
2184,abeyance,suspensiÃ³n,anticipation,0.391
2185,art,art,anticipation,0.391
2186,linger,persistir,anticipation,0.391
2187,trust,confianza,anticipation,0.391
2188,depraved,depravado,anticipation,0.391
2189,sanctify,santificar,anticipation,0.391
2190,inoculation,inoculaciÃ³n,anticipation,0.384
2191,chant,cantar,anticipation,0.38299999999999995
2192,banger,petardo,anticipation,0.38299999999999995
2193,playground,patio de recreo,anticipation,0.38299999999999995
2194,failing,defecto,anticipation,0.38299999999999995
2195,ship,enviar,anticipation,0.38299999999999995
2196,hymn,himno,anticipation,0.38299999999999995
2197,simplify,simplificar,anticipation,0.38299999999999995
2198,ram,RAM,anticipation,0.38299999999999995
2199,labor,labor,anticipation,0.38299999999999995
2200,discretion,discreciÃ³n,anticipation,0.38299999999999995
2201,hap,NO TRANSLATION,anticipation,0.38299999999999995
2202,good,bueno,anticipation,0.38299999999999995
2203,scientist,cientÃ­fico,anticipation,0.38299999999999995
2204,undecided,indeciso,anticipation,0.38299999999999995
2205,humanitarian,humanitario,anticipation,0.38299999999999995
2206,depend,depender,anticipation,0.38299999999999995
2207,dutiful,obediente,anticipation,0.38299999999999995
2208,clock,reloj,anticipation,0.375
2209,sterling,libra esterlina,anticipation,0.375
2210,mountain,montaÃ±a,anticipation,0.375
2211,savor,saborear,anticipation,0.375
2212,recurrent,recurrente,anticipation,0.375
2213,interim,provisional,anticipation,0.375
2214,navigator,navegador,anticipation,0.375
2215,gradual,gradual,anticipation,0.375
2216,interminable,interminable,anticipation,0.375
2217,track,pista,anticipation,0.375
2218,public,pÃºblico,anticipation,0.375
2219,cradle,cuna,anticipation,0.375
2220,concealed,excusado,anticipation,0.36700000000000005
2221,lesson,lecciÃ³n,anticipation,0.36700000000000005
2222,instructions,instrucciones,anticipation,0.36700000000000005
2223,shiver,temblar,anticipation,0.36700000000000005
2224,musical,musical,anticipation,0.36700000000000005
2225,towering,imponente,anticipation,0.36700000000000005
2226,whim,capricho,anticipation,0.36700000000000005
2227,spear,lanza,anticipation,0.36700000000000005
2228,convince,convencer,anticipation,0.36700000000000005
2229,sonar,sonar,anticipation,0.36700000000000005
2230,abide,acatar,anticipation,0.36700000000000005
2231,biennial,bienal,anticipation,0.36700000000000005
2232,theology,teologÃ­a,anticipation,0.359
2233,offset,compensar,anticipation,0.359
2234,atone,expiar,anticipation,0.359
2235,timidity,timidez,anticipation,0.359
2236,theory,teorÃ­a,anticipation,0.359
2237,undying,eterno,anticipation,0.359
2238,plump,rechoncho,anticipation,0.359
2239,audience,audiencia,anticipation,0.35700000000000004
2240,nobility,nobleza,anticipation,0.35200000000000004
2241,paragon,dechado,anticipation,0.35200000000000004
2242,dietary,dietÃ©tico,anticipation,0.35200000000000004
2243,closure,cierre,anticipation,0.35200000000000004
2244,store,almacenar,anticipation,0.35200000000000004
2245,localize,localizar,anticipation,0.35200000000000004
2246,cramp,calambre,anticipation,0.35200000000000004
2247,daily,diario,anticipation,0.35200000000000004
2248,kindred,parientes,anticipation,0.35200000000000004
2249,farm,granja,anticipation,0.35200000000000004
2250,edition,ediciÃ³n,anticipation,0.35200000000000004
2251,consecration,consagraciÃ³n,anticipation,0.35200000000000004
2252,archaeology,arqueologÃ­a,anticipation,0.344
2253,mobile,mÃ³vil,anticipation,0.344
2254,errand,recado,anticipation,0.344
2255,wireless,inalÃ¡mbrico,anticipation,0.344
2256,mutable,mudable,anticipation,0.344
2257,meditate,meditar,anticipation,0.344
2258,stripped,despojado,anticipation,0.344
2259,lessen,reducir,anticipation,0.336
2260,unaccountable,inexplicable,anticipation,0.336
2261,pare,NO TRANSLATION,anticipation,0.336
2262,brotherly,fraternal,anticipation,0.336
2263,buddy,compaÃ±ero,anticipation,0.336
2264,unbeaten,invicto,anticipation,0.336
2265,germ,germen,anticipation,0.336
2266,dove,paloma,anticipation,0.32799999999999996
2267,digress,divagar,anticipation,0.32799999999999996
2268,ribbon,cinta,anticipation,0.32799999999999996
2269,olfactory,olfativo,anticipation,0.32799999999999996
2270,patient,paciente,anticipation,0.32799999999999996
2271,council,Consejo,anticipation,0.32799999999999996
2272,possess,poseer,anticipation,0.32799999999999996
2273,secular,secular,anticipation,0.32799999999999996
2274,chastity,castidad,anticipation,0.32799999999999996
2275,disposed,dispuesto,anticipation,0.32
2276,regularity,regularidad,anticipation,0.32
2277,mediator,mediador,anticipation,0.32
2278,scrutinize,escudriÃ±ar,anticipation,0.32
2279,fancy,lujoso,anticipation,0.32
2280,immature,inmaduro,anticipation,0.32
2281,infanticide,infanticidio,anticipation,0.32
2282,heft,peso,anticipation,0.32
2283,preservative,preservativo,anticipation,0.32
2284,paddle,paleta,anticipation,0.32
2285,cove,ensenada,anticipation,0.32
2286,denying,negando,anticipation,0.312
2287,bugle,bugle,anticipation,0.312
2288,unpublished,inÃ©dito,anticipation,0.312
2289,analyst,analista,anticipation,0.312
2290,grim,severo,anticipation,0.312
2291,church,Iglesia,anticipation,0.312
2292,priesthood,sacerdocio,anticipation,0.305
2293,mill,molino,anticipation,0.305
2294,judicial,judicial,anticipation,0.305
2295,broadside,costado,anticipation,0.305
2296,tributary,afluente,anticipation,0.297
2297,cap,gorra,anticipation,0.297
2298,thermocouple,par termoelÃ©ctrico,anticipation,0.297
2299,dismay,consternaciÃ³n,anticipation,0.297
2300,instructor,instructor,anticipation,0.297
2301,saliva,saliva,anticipation,0.297
2302,exhaustion,agotamiento,anticipation,0.297
2303,bruise,moretÃ³n,anticipation,0.289
2304,wont,NO TRANSLATION,anticipation,0.289
2305,homeless,sin hogar,anticipation,0.289
2306,visor,visera,anticipation,0.289
2307,discreet,NO TRANSLATION,anticipation,0.289
2308,network,red,anticipation,0.289
2309,shackle,encadenar,anticipation,0.289
2310,addresses,direcciones,anticipation,0.289
2311,noncompliance,incumplimiento,anticipation,0.289
2312,cataract,catarata,anticipation,0.289
2313,skewed,sesgado,anticipation,0.281
2314,astronomer,astrÃ³nomo,anticipation,0.281
2315,neighbor,vecino,anticipation,0.281
2316,holiness,santidad,anticipation,0.273
2317,devil,diablo,anticipation,0.273
2318,cream,crema,anticipation,0.273
2319,picket,piquete,anticipation,0.273
2320,latent,latente,anticipation,0.273
2321,immaturity,inmadurez,anticipation,0.273
2322,sentence,frase,anticipation,0.273
2323,neighborhood,barrio,anticipation,0.266
2324,morals,moralidad,anticipation,0.266
2325,lull,calma,anticipation,0.266
2326,habitual,habitual,anticipation,0.266
2327,weight,peso,anticipation,0.258
2328,bye,adiÃ³s,anticipation,0.258
2329,forearm,antebrazo,anticipation,0.25
2330,clown,payaso,anticipation,0.25
2331,organ,Organo,anticipation,0.25
2332,quote,citar,anticipation,0.242
2333,commonplace,vulgar,anticipation,0.242
2334,dictatorship,dictadura,anticipation,0.23399999999999999
2335,board,tablero,anticipation,0.23399999999999999
2336,white,blanco,anticipation,0.23399999999999999
2337,treadmill,rueda de andar,anticipation,0.23399999999999999
2338,rail,carril,anticipation,0.23399999999999999
2339,sundial,reloj de sol,anticipation,0.22699999999999998
2340,tree,Ã¡rbol,anticipation,0.22699999999999998
2341,paralysis,parÃ¡lisis,anticipation,0.21100000000000002
2342,worm,gusano,anticipation,0.203
2343,organization,organizaciÃ³n,anticipation,0.203
2344,cement,cemento,anticipation,0.203
2345,lagging,rezagado,anticipation,0.18
2346,neutral,neutral,anticipation,0.14800000000000002
2347,cannibalism,canibalismo,disgust,0.953
2348,mutilation,mutilaciÃ³n,disgust,0.93
2349,molestation,acoso,disgust,0.914
2350,incest,incesto,disgust,0.914
2351,gonorrhea,gonorrea,disgust,0.9059999999999999
2352,rape,violaciÃ³n,disgust,0.9059999999999999
2353,cannibal,canÃ­bal,disgust,0.898
2354,rot,putrefacciÃ³n,disgust,0.8909999999999999
2355,corpse,cadÃ¡ver,disgust,0.883
2356,massacre,masacre,disgust,0.883
2357,excrement,excremento,disgust,0.883
2358,slaughter,sacrificio,disgust,0.875
2359,barf,Barf,disgust,0.875
2360,slaughterhouse,matadero,disgust,0.867
2361,rancid,rancio,disgust,0.8590000000000001
2362,sewerage,alcantarillado,disgust,0.8590000000000001
2363,incestuous,incestuoso,disgust,0.8590000000000001
2364,filth,inmundicia,disgust,0.8590000000000001
2365,bigot,fanÃ¡tico,disgust,0.8590000000000001
2366,infestation,infestaciÃ³n,disgust,0.852
2367,plague,Plaga,disgust,0.852
2368,bloodthirsty,sanguinario,disgust,0.852
2369,holocaust,holocausto,disgust,0.852
2370,rotting,podrido,disgust,0.8440000000000001
2371,maggot,gusano,disgust,0.8440000000000001
2372,feces,heces,disgust,0.8440000000000001
2373,fecal,fecal,disgust,0.8440000000000001
2374,murder,asesinato,disgust,0.8390000000000001
2375,infanticide,infanticidio,disgust,0.836
2376,homicide,homicidio,disgust,0.836
2377,asshole,EstÃºpido,disgust,0.836
2378,enslaved,esclavizado,disgust,0.836
2379,gore,sangre,disgust,0.828
2380,perverted,pervertido,disgust,0.828
2381,torture,tortura,disgust,0.828
2382,slaughtering,matanza,disgust,0.828
2383,excretion,excreciÃ³n,disgust,0.828
2384,contaminate,contaminar,disgust,0.821
2385,murderer,asesino,disgust,0.82
2386,gory,sangriento,disgust,0.82
2387,repugnant,repugnante,disgust,0.82
2388,desecration,profanaciÃ³n,disgust,0.82
2389,grotesque,grotesco,disgust,0.82
2390,revolting,repugnante,disgust,0.82
2391,diarrhoea,Diarrea,disgust,0.82
2392,manure,estiÃ©rcol,disgust,0.82
2393,terrorist,terrorista,disgust,0.82
2394,shit,mierda,disgust,0.82
2395,pervert,pervertido,disgust,0.82
2396,slavery,esclavitud,disgust,0.812
2397,faeces,excrementos,disgust,0.812
2398,sewer,alcantarilla,disgust,0.812
2399,vomit,vÃ³mito,disgust,0.812
2400,manslaughter,homicidio involuntario,disgust,0.812
2401,dismemberment,desmembramiento,disgust,0.812
2402,cadaver,cadÃ¡ver,disgust,0.812
2403,hemorrhage,hemorragia,disgust,0.805
2404,repulsive,repulsivo,disgust,0.805
2405,perverse,perverso,disgust,0.805
2406,filthy,inmundo,disgust,0.797
2407,sewage,aguas residuales,disgust,0.797
2408,depravity,depravaciÃ³n,disgust,0.797
2409,diseased,enfermo,disgust,0.797
2410,carcass,cuerpo,disgust,0.795
2411,decompose,descomponer,disgust,0.789
2412,vermin,alimaÃ±as,disgust,0.789
2413,puke,vÃ³mito,disgust,0.789
2414,parasite,parÃ¡sito,disgust,0.789
2415,horrific,horrendo,disgust,0.789
2416,gruesome,horrible,disgust,0.789
2417,dung,NO TRANSLATION,disgust,0.789
2418,mutilated,mutilado,disgust,0.789
2419,murderous,asesino,disgust,0.789
2420,decayed,deteriorado,disgust,0.789
2421,herpes,herpes,disgust,0.789
2422,slime,limo,disgust,0.7809999999999999
2423,flatulence,flatulencia,disgust,0.7809999999999999
2424,monstrosity,monstruosidad,disgust,0.7809999999999999
2425,carnage,carnicerÃ­a,disgust,0.7809999999999999
2426,pestilence,pestilencia,disgust,0.7809999999999999
2427,malaria,malaria,disgust,0.7809999999999999
2428,crap,mierda,disgust,0.7809999999999999
2429,toxic,tÃ³xico,disgust,0.773
2430,loathsome,repugnante,disgust,0.773
2431,insidious,insidioso,disgust,0.773
2432,leprosy,lepra,disgust,0.773
2433,morgue,morgue,disgust,0.773
2434,pus,pus,disgust,0.773
2435,herpesvirus,herpesvirus,disgust,0.773
2436,whore,puta,disgust,0.7659999999999999
2437,cruel,cruel,disgust,0.7659999999999999
2438,repugnance,repugnancia,disgust,0.7659999999999999
2439,revulsion,repugnancia,disgust,0.7659999999999999
2440,xenophobia,xenofobia,disgust,0.7659999999999999
2441,regurgitation,regurgitaciÃ³n,disgust,0.7659999999999999
2442,anthrax,Ã¡ntrax,disgust,0.7659999999999999
2443,lynch,linchar,disgust,0.7659999999999999
2444,dissection,disecciÃ³n,disgust,0.759
2445,canker,llaga gangrenosa,disgust,0.758
2446,cruelty,crueldad,disgust,0.758
2447,perversion,perversiÃ³n,disgust,0.758
2448,evil,mal,disgust,0.758
2449,slum,barrio bajo,disgust,0.758
2450,infectious,infeccioso,disgust,0.758
2451,mucous,mucoso,disgust,0.758
2452,phlegm,flema,disgust,0.758
2453,leeches,sanguijuelas,disgust,0.75
2454,decomposition,descomposiciÃ³n,disgust,0.75
2455,sinister,siniestro,disgust,0.75
2456,corrupting,corrompiendo,disgust,0.75
2457,demon,demonio,disgust,0.742
2458,stinking,maloliente,disgust,0.742
2459,septic,sÃ©ptico,disgust,0.742
2460,deranged,trastornado,disgust,0.742
2461,bile,bilis,disgust,0.742
2462,soiled,manchado,disgust,0.742
2463,mucus,moco,disgust,0.742
2464,abhorrence,aborrecimiento,disgust,0.742
2465,abomination,abominaciÃ³n,disgust,0.742
